commute_route,daily_km,flights_per_year,transport_co2_kg,pc_type,gaming_hours,study_hours,phone_model,phone_charges_day,heating_type,tech_co2_kg,dj_hours_day,board_games_month,streaming_hours,recycling_habit,shower_minutes,pets,housework_freq,lifestyle_co2_kg,clothing_items_month,fashion_style,perfume_shipping,fashion_co2_kg,diet_type,coffee_cups_day,smoker,food_delivery,plastic_water,diet_co2_kg,total_daily_co2_kg
Electric Scooter / E-Bike,44.3,1,1.349,High-End Gaming Laptop,0.1,3.8,Mid-Range Phone (4500 mAh),1,Family Home (High Usage),6.767,3.0,1,3.0,Strict Recycler,9.0,Cat (Indoor),Medium (3-4 cycles/wk),0.902,4,Designer / Luxury,Sometimes (3-6/yr),3.005,Vegetarian,6,No,Sometimes (1-2/week),1-2 bottles/day,4.08,16.104
Personal Car (Diesel),13.1,0,2.24,Tablet Only,1.3,3.5,Mid-Range Phone (4500 mAh),3,Apartment (Electric),3.865,0.0,1,1.9,Sometimes,10.0,None,Medium (3-4 cycles/wk),1.021,3,Minimal / Capsule,Rarely (1-2/yr),0.751,Moderate Meat,2,No,Rarely (1-2/month),Tap / Filtered (0),5.445,13.322
Electric Scooter / E-Bike,8.7,1,0.815,Mid-Range Gaming Laptop,0.9,3.2,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),4.432,4.0,4,2.9,Sometimes,4.0,None,Dormitory / Outsourced,0.92,5,Fast Fashion,Never,2.5,Moderate Meat,2,No,Rarely (1-2/month),1-2 bottles/day,5.565,14.233
Walking / Cycling,13.2,2,1.37,High-End Gaming Laptop,3.4,8.0,Mid-Range Phone (4500 mAh),2,Apartment (Natural Gas),4.971,0.0,0,0.0,Sometimes,12.0,None,Medium (3-4 cycles/wk),0.95,4,Fast Fashion,Rarely (1-2/yr),2.001,Vegetarian,0,No,Never,Tap / Filtered (0),3.5,12.792
Personal Car (Gasoline),5.3,2,2.387,Desktop Office PC,0.6,5.2,Flagship Phone (5000 mAh),1,Apartment (Electric),4.084,3.0,0,3.6,Never,16.0,Cat (Indoor),Low (1-2 cycles/wk),2.826,4,Fast Fashion,Sometimes (3-6/yr),2.005,Moderate Meat,3,No,Sometimes (1-2/week),1-2 bottles/day,5.7,17.003
Metrobüs,31.0,1,2.7,Ultrabook / Thin Laptop,0.6,2.4,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),4.253,0.0,2,2.8,Never,9.0,Cat (Indoor),Low (1-2 cycles/wk),2.344,2,Streetwear / Heavy Denim,Never,1.3,Vegetarian,3,No,Sometimes (1-2/week),Tap / Filtered (0),3.78,14.377
Personal Car (Gasoline),11.8,1,2.951,Desktop Gaming PC,0.5,8.0,Flagship Phone (5000 mAh),1,Dormitory (Shared),2.91,0.0,3,2.5,Strict Recycler,8.0,Cat (Indoor),Medium (3-4 cycles/wk),1.038,5,Streetwear / Heavy Denim,Rarely (1-2/yr),3.251,Heavy Meat Eater,2,Yes,Frequently (3+/week),1-2 bottles/day,8.007,18.156
Personal Car (Gasoline),8.9,0,1.709,High-End Gaming Laptop,0.3,3.4,Budget Phone (4000 mAh),2,Dormitory (Shared),1.76,2.0,1,3.3,Sometimes,20.0,None,High (5+ cycles/wk),2.324,3,Designer / Luxury,Rarely (1-2/yr),2.251,Pescatarian,3,No,Sometimes (1-2/week),1-2 bottles/day,4.9,12.944
Personal Car (Gasoline),13.2,0,2.534,Tablet Only,0.9,4.5,Mid-Range Phone (4500 mAh),3,Dormitory (Shared),1.569,2.0,1,0.8,Never,5.0,Cat (Indoor),Medium (3-4 cycles/wk),1.858,0,Fast Fashion,Rarely (1-2/yr),0.001,Vegetarian,3,No,Rarely (1-2/month),1-2 bottles/day,3.825,9.788
Metrobüs,32.5,0,2.112,Desktop Gaming PC,5.4,5.4,Mid-Range Phone (4500 mAh),3,Apartment (Natural Gas),6.008,2.0,3,5.9,Strict Recycler,3.0,None,High (5+ cycles/wk),0.1,4,Designer / Luxury,Frequently (monthly),3.014,Vegan,0,No,Never,Tap / Filtered (0),2.6,13.834
Bus Only,16.3,4,4.451,Mid-Range Gaming Laptop,3.7,1.7,Mid-Range Phone (4500 mAh),3,Dormitory (Shared),1.823,0.0,5,2.8,Never,6.0,Cat (Indoor),Low (1-2 cycles/wk),2.544,11,Designer / Luxury,Sometimes (3-6/yr),8.255,Moderate Meat,2,No,Rarely (1-2/month),Tap / Filtered (0),5.445,22.519
Walking / Cycling,5.5,0,0.0,Tablet Only,3.3,2.8,Flagship Phone (5000 mAh),2,Dormitory (Shared),1.567,0.0,3,2.8,Never,4.0,Small Dog,Dormitory / Outsourced,2.254,3,Streetwear / Heavy Denim,Sometimes (3-6/yr),1.955,Pescatarian,1,Yes,Frequently (3+/week),Tap / Filtered (0),5.427,11.203
Walking / Cycling,20.6,0,0.0,Ultrabook / Thin Laptop,4.0,6.5,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.658,0.0,1,1.6,Never,14.0,None,Dormitory / Outsourced,1.755,10,Fast Fashion,Rarely (1-2/yr),5.001,Moderate Meat,3,Yes,Sometimes (1-2/week),1-2 bottles/day,6.3,14.714
Ferry + Bus,7.8,3,2.796,Mid-Range Gaming Laptop,0.8,3.7,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),4.454,3.0,2,3.0,Sometimes,10.0,None,Dormitory / Outsourced,1.169,1,Fast Fashion,Sometimes (3-6/yr),0.505,Moderate Meat,5,Yes,Never,1-2 bottles/day,6.32,15.244
Electric Scooter / E-Bike,3.3,4,2.789,Ultrabook / Thin Laptop,5.5,5.5,Budget Phone (4000 mAh),1,Dormitory (Shared),1.664,0.0,0,5.1,Sometimes,11.0,Cat (Indoor),Dormitory / Outsourced,1.831,5,Fast Fashion,Never,2.5,Heavy Meat Eater,5,Yes,Never,Tap / Filtered (0),7.8,16.583
Electric Scooter / E-Bike,42.4,2,2.006,Ultrabook / Thin Laptop,0.4,3.3,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),4.276,0.0,5,4.6,Never,18.0,Cat (Indoor),Medium (3-4 cycles/wk),3.986,1,Fast Fashion,Never,0.5,Heavy Meat Eater,5,No,Rarely (1-2/month),1-2 bottles/day,7.345,18.113
Personal Car (Hybrid),20.5,0,2.255,Desktop Gaming PC,1.0,3.9,Flagship Phone (5000 mAh),2,Dormitory (Shared),2.33,3.0,1,4.3,Sometimes,9.0,None,Medium (3-4 cycles/wk),1.124,2,Minimal / Capsule,Frequently (monthly),0.514,Vegetarian,3,Yes,Rarely (1-2/month),1-2 bottles/day,4.425,10.647
Electric Scooter / E-Bike,14.1,0,0.212,Mid-Range Gaming Laptop,2.2,6.7,Budget Phone (4000 mAh),1,Dormitory (Shared),1.99,0.0,0,3.8,Strict Recycler,16.0,Medium/Large Dog,High (5+ cycles/wk),3.238,4,Minimal / Capsule,Sometimes (3-6/yr),1.005,Vegetarian,3,No,Sometimes (1-2/week),1-2 bottles/day,3.9,10.344
Metrobüs,11.7,1,1.445,Mid-Range Gaming Laptop,0.3,4.7,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),4.494,0.0,1,2.5,Sometimes,20.0,Cat (Indoor),Low (1-2 cycles/wk),2.761,4,Minimal / Capsule,Sometimes (3-6/yr),1.005,Moderate Meat,0,No,Sometimes (1-2/week),Tap / Filtered (0),5.4,15.106
Personal Car (Diesel),39.6,0,6.772,High-End Gaming Laptop,3.3,3.5,Mid-Range Phone (4500 mAh),2,Dormitory (Shared),1.968,0.0,2,0.8,Strict Recycler,10.0,None,Medium (3-4 cycles/wk),0.127,6,Streetwear / Heavy Denim,Rarely (1-2/yr),3.901,Vegetarian,3,No,Sometimes (1-2/week),3-4 bottles/day,4.06,16.828
Marmaray + Metro (cross-city),120.0,0,3.36,Tablet Only,1.2,3.0,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.54,0.0,2,2.7,Never,16.0,None,Low (1-2 cycles/wk),2.189,4,Streetwear / Heavy Denim,Rarely (1-2/yr),2.601,Heavy Meat Eater,2,Yes,Rarely (1-2/month),3-4 bottles/day,7.925,17.615
Personal Car (Hybrid),20.4,1,2.929,Mid-Range Gaming Laptop,3.8,3.1,Budget Phone (4000 mAh),2,Dormitory (Shared),1.89,1.0,2,2.6,Sometimes,11.0,Cat (Indoor),Medium (3-4 cycles/wk),2.2,4,Streetwear / Heavy Denim,Rarely (1-2/yr),2.601,Pescatarian,4,No,Rarely (1-2/month),5+ bottles/day,5.165,14.785
Marmaray + Metro (cross-city),7.2,4,2.941,High-End Gaming Laptop,1.7,5.9,Flagship Phone (5000 mAh),2,Apartment (Electric),4.324,3.0,1,4.6,Never,17.0,None,High (5+ cycles/wk),2.619,8,Fast Fashion,Never,4.0,Vegetarian,4,Yes,Sometimes (1-2/week),Tap / Filtered (0),4.44,18.324
Walking / Cycling,13.4,1,0.685,Standard Office Laptop,0.5,5.1,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),4.342,4.0,2,3.5,Never,4.0,None,Medium (3-4 cycles/wk),1.27,3,Fast Fashion,Rarely (1-2/yr),1.501,Vegetarian,2,No,Sometimes (1-2/week),3-4 bottles/day,4.0,11.798
Marmaray + Metro (cross-city),20.1,1,1.248,Standard Office Laptop,3.3,2.3,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.63,0.0,1,5.4,Strict Recycler,4.0,None,Low (1-2 cycles/wk),-0.529,2,Vintage / Thrift,Rarely (1-2/yr),0.301,Moderate Meat,0,No,Rarely (1-2/month),Tap / Filtered (0),5.325,7.975
Marmaray + Metro (cross-city),2.9,1,0.766,Standard Office Laptop,0.7,4.1,Budget Phone (4000 mAh),1,Dormitory (Shared),1.61,0.0,5,4.8,Sometimes,10.0,Cat (Indoor),High (5+ cycles/wk),2.876,2,Fast Fashion,Rarely (1-2/yr),1.001,Vegetarian,3,No,Rarely (1-2/month),1-2 bottles/day,3.825,10.078
Personal Car (Hybrid),18.8,0,2.068,Desktop Office PC,1.7,3.9,Mid-Range Phone (4500 mAh),1,Family Home (High Usage),6.774,0.0,0,2.3,Never,8.0,Cat (Indoor),Low (1-2 cycles/wk),1.884,3,Minimal / Capsule,Rarely (1-2/yr),0.751,Moderate Meat,6,Yes,Sometimes (1-2/week),1-2 bottles/day,6.48,17.957
Ferry + Bus,20.2,1,2.604,Mid-Range Gaming Laptop,0.2,4.5,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.471,0.0,1,0.3,Sometimes,9.0,None,Dormitory / Outsourced,0.683,5,Minimal / Capsule,Frequently (monthly),1.264,Vegetarian,0,No,Never,1-2 bottles/day,3.62,12.642
Personal Car (Gasoline),37.7,0,7.238,Desktop Office PC,2.4,3.1,Mid-Range Phone (4500 mAh),3,Apartment (Natural Gas),4.49,0.0,2,5.1,Never,11.0,Cat (Indoor),Medium (3-4 cycles/wk),2.814,0,Streetwear / Heavy Denim,Sometimes (3-6/yr),0.005,Moderate Meat,2,No,Rarely (1-2/month),1-2 bottles/day,5.565,20.112
Electric Scooter / E-Bike,35.0,0,0.525,Tablet Only,2.7,5.6,Budget Phone (4000 mAh),1,Apartment (Natural Gas),4.267,0.0,0,5.0,Never,16.0,Medium/Large Dog,High (5+ cycles/wk),4.804,1,Minimal / Capsule,Sometimes (3-6/yr),0.255,Vegetarian,2,Yes,Rarely (1-2/month),Tap / Filtered (0),4.245,14.096
Electric Scooter / E-Bike,16.1,2,1.611,Mid-Range Gaming Laptop,1.2,4.0,Mid-Range Phone (4500 mAh),2,Apartment (Electric),4.102,0.0,3,1.0,Strict Recycler,10.0,None,Medium (3-4 cycles/wk),0.305,1,Fast Fashion,Rarely (1-2/yr),0.501,Heavy Meat Eater,1,No,Sometimes (1-2/week),3-4 bottles/day,7.34,13.859
Metrobüs,43.0,0,2.795,High-End Gaming Laptop,7.7,4.6,Flagship Phone (5000 mAh),1,Apartment (Electric),4.621,0.0,0,5.3,Never,8.0,Cat (Indoor),Low (1-2 cycles/wk),2.049,4,Fast Fashion,Rarely (1-2/yr),2.001,Pescatarian,2,No,Never,1-2 bottles/day,4.74,16.206
Personal Car (Hybrid),61.9,6,10.919,Desktop Office PC,5.2,2.8,Flagship Phone (5000 mAh),1,Apartment (Natural Gas),4.588,2.0,0,3.6,Strict Recycler,10.0,Small Dog,Medium (3-4 cycles/wk),1.095,2,Designer / Luxury,Never,1.5,Pescatarian,3,No,Sometimes (1-2/week),3-4 bottles/day,5.06,23.161
Metrobüs,15.2,0,0.988,Desktop Office PC,3.1,2.9,Flagship Phone (5000 mAh),3,Apartment (Natural Gas),4.517,2.0,1,3.2,Strict Recycler,8.0,Cat (Indoor),Medium (3-4 cycles/wk),0.79,2,Streetwear / Heavy Denim,Never,1.3,Pescatarian,2,No,Never,Tap / Filtered (0),4.62,12.215
Personal Car (Diesel),19.9,1,4.088,Tablet Only,3.1,8.0,Budget Phone (4000 mAh),3,Dormitory (Shared),1.604,0.0,0,5.4,Never,7.0,Cat (Indoor),Dormitory / Outsourced,1.947,4,Minimal / Capsule,Rarely (1-2/yr),1.001,Pescatarian,0,Yes,Never,1-2 bottles/day,5.22,13.86
Personal Car (Diesel),4.3,1,1.42,Desktop Office PC,0.7,6.7,Budget Phone (4000 mAh),3,Family Home (High Usage),6.873,3.0,5,5.0,Never,4.0,None,High (5+ cycles/wk),2.007,6,Vintage / Thrift,Rarely (1-2/yr),0.901,Vegan,3,Yes,Sometimes (1-2/week),1-2 bottles/day,3.6,14.802
Metrobüs,5.4,0,0.351,Ultrabook / Thin Laptop,2.7,3.9,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.31,1.0,2,4.0,Sometimes,12.0,None,Low (1-2 cycles/wk),1.384,3,Minimal / Capsule,Sometimes (3-6/yr),0.755,Vegetarian,1,No,Sometimes (1-2/week),1-2 bottles/day,3.78,10.58
Personal Car (Hybrid),8.3,0,0.913,High-End Gaming Laptop,0.6,6.3,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.966,2.0,1,3.7,Sometimes,9.0,None,Medium (3-4 cycles/wk),1.067,4,Minimal / Capsule,Rarely (1-2/yr),1.001,Moderate Meat,3,Yes,Frequently (3+/week),1-2 bottles/day,6.467,11.414
Metrobüs,10.9,1,1.393,Standard Office Laptop,0.4,5.8,Mid-Range Phone (4500 mAh),3,Family Home (High Usage),6.662,0.0,4,3.9,Sometimes,17.0,Cat (Indoor),Medium (3-4 cycles/wk),3.181,1,Fast Fashion,Sometimes (3-6/yr),0.505,Vegetarian,2,No,Rarely (1-2/month),Tap / Filtered (0),3.645,15.387
Electric Scooter / E-Bike,6.9,2,1.473,High-End Gaming Laptop,14.0,3.1,Flagship Phone (5000 mAh),2,Family Home (High Usage),7.649,3.0,1,2.4,Sometimes,5.0,Medium/Large Dog,Low (1-2 cycles/wk),2.976,9,Streetwear / Heavy Denim,Frequently (monthly),5.864,Heavy Meat Eater,1,Yes,Rarely (1-2/month),Tap / Filtered (0),7.585,25.547
Bus Only,14.5,2,2.892,Ultrabook / Thin Laptop,2.4,2.9,Flagship Phone (5000 mAh),2,Family Home (High Usage),6.598,1.0,3,2.9,Sometimes,9.0,None,Medium (3-4 cycles/wk),1.333,3,Streetwear / Heavy Denim,Never,1.95,Pescatarian,3,No,Sometimes (1-2/week),1-2 bottles/day,4.9,17.674
Marmaray + Metro (cross-city),11.1,1,0.996,Tablet Only,1.4,5.0,Mid-Range Phone (4500 mAh),1,Apartment (Electric),3.855,1.0,5,1.6,Sometimes,21.0,None,Dormitory / Outsourced,2.645,11,Fast Fashion,Rarely (1-2/yr),5.501,Vegan,0,No,Rarely (1-2/month),1-2 bottles/day,2.745,15.742
Bus Only,31.5,2,4.677,Tablet Only,0.8,4.4,Mid-Range Phone (4500 mAh),2,Family Home (High Usage),6.557,2.0,1,2.5,Sometimes,7.0,None,Medium (3-4 cycles/wk),0.801,10,Streetwear / Heavy Denim,Sometimes (3-6/yr),6.505,Heavy Meat Eater,3,No,Never,Tap / Filtered (0),7.08,25.621
Personal Car (Hybrid),10.7,1,1.862,Mid-Range Gaming Laptop,2.3,3.4,Mid-Range Phone (4500 mAh),2,Dormitory (Shared),1.829,0.0,4,2.5,Never,11.0,Cat (Indoor),High (5+ cycles/wk),3.183,6,Minimal / Capsule,Rarely (1-2/yr),1.501,Vegetarian,2,No,Rarely (1-2/month),1-2 bottles/day,3.765,12.14
Bus Only,3.0,2,1.685,High-End Gaming Laptop,0.1,5.1,Mid-Range Phone (4500 mAh),1,Apartment (Electric),4.152,0.0,1,2.0,Sometimes,6.0,None,High (5+ cycles/wk),0.805,0,Fast Fashion,Never,0.0,Vegetarian,2,No,Rarely (1-2/month),1-2 bottles/day,3.765,10.408
Personal Car (Diesel),16.2,1,3.455,Tablet Only,0.2,1.8,Flagship Phone (5000 mAh),1,Apartment (Electric),3.826,0.0,0,3.2,Strict Recycler,5.0,Cat (Indoor),Dormitory / Outsourced,0.126,4,Minimal / Capsule,Sometimes (3-6/yr),1.005,Moderate Meat,2,No,Rarely (1-2/month),1-2 bottles/day,5.565,13.977
Walking / Cycling,14.7,1,0.685,Desktop Office PC,0.1,4.2,Budget Phone (4000 mAh),3,Dormitory (Shared),1.727,0.0,4,2.5,Never,20.0,None,Medium (3-4 cycles/wk),3.054,1,Designer / Luxury,Frequently (monthly),0.764,Moderate Meat,5,No,Frequently (3+/week),Tap / Filtered (0),5.867,12.097
Marmaray + Metro (cross-city),8.1,2,1.597,Tablet Only,1.7,2.1,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.539,2.0,5,3.8,Never,13.0,None,High (5+ cycles/wk),2.818,8,Streetwear / Heavy Denim,Sometimes (3-6/yr),5.205,Moderate Meat,0,No,Sometimes (1-2/week),1-2 bottles/day,5.52,16.679
Personal Car (Gasoline),15.9,1,3.738,Tablet Only,2.3,2.2,Mid-Range Phone (4500 mAh),1,Family Home (High Usage),6.542,2.0,2,0.6,Never,13.0,None,Dormitory / Outsourced,1.813,6,Fast Fashion,Rarely (1-2/yr),3.001,Vegan,1,No,Frequently (3+/week),1-2 bottles/day,3.047,18.141
Personal Car (Hybrid),7.0,2,2.14,Tablet Only,0.2,2.9,Budget Phone (4000 mAh),2,Dormitory (Shared),1.539,2.0,0,2.8,Strict Recycler,4.0,Small Dog,Low (1-2 cycles/wk),0.308,10,Fast Fashion,Rarely (1-2/yr),5.001,Moderate Meat,2,No,Frequently (3+/week),1-2 bottles/day,5.807,14.795
Marmaray + Metro (cross-city),18.7,1,1.209,Tablet Only,3.2,4.5,Budget Phone (4000 mAh),1,Apartment (Electric),3.863,0.0,1,3.2,Strict Recycler,14.0,None,Medium (3-4 cycles/wk),0.493,4,Fast Fashion,Rarely (1-2/yr),2.001,Pescatarian,1,No,Rarely (1-2/month),3-4 bottles/day,4.865,12.43
Bus Only,94.0,0,9.87,Standard Office Laptop,0.7,3.0,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.59,4.0,0,2.5,Sometimes,18.0,Small Dog,Dormitory / Outsourced,2.732,4,Fast Fashion,Rarely (1-2/yr),2.001,Heavy Meat Eater,5,No,Rarely (1-2/month),1-2 bottles/day,7.345,23.538
Personal Car (Diesel),4.2,0,0.718,Standard Office Laptop,2.9,2.2,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.62,0.0,0,2.7,Sometimes,18.0,None,High (5+ cycles/wk),1.877,4,Streetwear / Heavy Denim,Rarely (1-2/yr),2.601,Moderate Meat,3,Yes,Sometimes (1-2/week),Tap / Filtered (0),6.18,12.996
Ferry + Bus,10.4,1,1.673,Mid-Range Gaming Laptop,10.0,4.7,Flagship Phone (5000 mAh),2,Apartment (Natural Gas),5.018,0.0,3,0.6,Sometimes,15.0,None,Medium (3-4 cycles/wk),1.783,3,Vintage / Thrift,Never,0.45,Vegetarian,0,No,Frequently (3+/week),Tap / Filtered (0),3.767,12.691
Personal Car (Gasoline),9.3,1,2.471,Tablet Only,2.9,6.2,Budget Phone (4000 mAh),1,Dormitory (Shared),1.573,1.0,0,3.5,Sometimes,6.0,None,High (5+ cycles/wk),0.745,3,Fast Fashion,Frequently (monthly),1.514,Moderate Meat,5,No,Rarely (1-2/month),Tap / Filtered (0),5.625,11.926
Marmaray + Metro (cross-city),11.0,2,1.678,High-End Gaming Laptop,5.4,5.0,Budget Phone (4000 mAh),1,Apartment (Natural Gas),4.893,2.0,0,4.0,Strict Recycler,14.0,Medium/Large Dog,Medium (3-4 cycles/wk),2.917,5,Designer / Luxury,Sometimes (3-6/yr),3.755,Vegan,3,No,Rarely (1-2/month),Tap / Filtered (0),2.805,16.048
Personal Car (Diesel),30.4,0,5.198,Ultrabook / Thin Laptop,7.4,6.7,Budget Phone (4000 mAh),1,Apartment (Natural Gas),4.407,3.0,5,3.7,Sometimes,15.0,Cat (Indoor),Medium (3-4 cycles/wk),3.207,9,Minimal / Capsule,Sometimes (3-6/yr),2.255,Moderate Meat,1,No,Never,3-4 bottles/day,5.64,20.708
Personal Car (Diesel),21.8,2,5.098,Mid-Range Gaming Laptop,1.7,6.1,Mid-Range Phone (4500 mAh),2,Dormitory (Shared),1.942,0.0,2,4.6,Sometimes,3.0,None,Medium (3-4 cycles/wk),0.636,4,Streetwear / Heavy Denim,Frequently (monthly),2.614,Moderate Meat,0,No,Rarely (1-2/month),3-4 bottles/day,5.605,15.895
Bus Only,27.0,3,4.89,High-End Gaming Laptop,3.0,3.3,Mid-Range Phone (4500 mAh),3,Dormitory (Shared),1.946,1.0,2,3.3,Sometimes,6.0,Cat (Indoor),Medium (3-4 cycles/wk),1.738,7,Streetwear / Heavy Denim,Never,4.55,Heavy Meat Eater,3,No,Rarely (1-2/month),1-2 bottles/day,7.225,20.349
Electric Scooter / E-Bike,15.2,0,0.228,Tablet Only,4.8,4.9,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.58,2.0,3,3.7,Sometimes,16.0,None,High (5+ cycles/wk),2.279,7,Designer / Luxury,Never,5.25,Vegan,3,No,Rarely (1-2/month),Tap / Filtered (0),2.805,12.142
Bus Only,5.9,3,2.674,Desktop Gaming PC,1.1,3.9,Budget Phone (4000 mAh),3,Dormitory (Shared),2.348,0.0,0,3.2,Sometimes,16.0,None,High (5+ cycles/wk),1.705,4,Minimal / Capsule,Sometimes (3-6/yr),1.005,Heavy Meat Eater,6,No,Frequently (3+/week),Tap / Filtered (0),7.527,15.259
Electric Scooter / E-Bike,6.8,6,4.212,Tablet Only,0.8,5.6,Flagship Phone (5000 mAh),1,Apartment (Electric),3.857,3.0,0,4.0,Sometimes,4.0,None,Dormitory / Outsourced,0.29,3,Fast Fashion,Frequently (monthly),1.514,Moderate Meat,3,Yes,Never,3-4 bottles/day,6.36,16.233
Electric Scooter / E-Bike,25.1,2,1.746,Standard Office Laptop,7.3,3.9,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.454,4.0,2,0.6,Sometimes,16.0,Cat (Indoor),Low (1-2 cycles/wk),2.517,5,Fast Fashion,Rarely (1-2/yr),2.501,Moderate Meat,3,No,Frequently (3+/week),3-4 bottles/day,6.027,17.246
Personal Car (Gasoline),16.8,2,4.595,Ultrabook / Thin Laptop,3.2,2.8,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.596,0.0,1,1.7,Sometimes,12.0,None,Dormitory / Outsourced,1.06,3,Streetwear / Heavy Denim,Never,1.95,Moderate Meat,3,No,Never,Tap / Filtered (0),5.48,14.682
Bus Only,36.0,6,7.89,Desktop Office PC,0.6,6.1,Mid-Range Phone (4500 mAh),1,Apartment (Natural Gas),4.525,0.0,0,5.4,Strict Recycler,16.0,None,Medium (3-4 cycles/wk),0.647,1,Fast Fashion,Sometimes (3-6/yr),0.505,Pescatarian,4,No,Frequently (3+/week),1-2 bottles/day,5.127,18.694
Ferry + Bus,18.3,1,2.423,Ultrabook / Thin Laptop,1.5,4.5,Budget Phone (4000 mAh),1,Dormitory (Shared),1.593,1.0,0,0.0,Sometimes,9.0,None,Medium (3-4 cycles/wk),0.674,3,Fast Fashion,Never,1.5,Pescatarian,1,Yes,Rarely (1-2/month),Tap / Filtered (0),5.185,11.375
Metrobüs,6.5,1,1.107,Desktop Office PC,4.0,3.0,Mid-Range Phone (4500 mAh),1,Dormitory (Shared),1.839,3.0,1,2.8,Never,15.0,None,Dormitory / Outsourced,1.991,11,Fast Fashion,Rarely (1-2/yr),5.501,Heavy Meat Eater,5,Yes,Sometimes (1-2/week),Tap / Filtered (0),7.9,18.339
Metrobüs,10.3,2,2.039,Ultrabook / Thin Laptop,2.0,3.3,Budget Phone (4000 mAh),2,Dormitory (Shared),1.592,3.0,2,4.8,Sometimes,16.0,None,Medium (3-4 cycles/wk),2.018,0,Vintage / Thrift,Never,0.0,Moderate Meat,5,Yes,Rarely (1-2/month),Tap / Filtered (0),6.225,11.874
Bus Only,22.1,1,3.005,Standard Office Laptop,2.6,3.0,Flagship Phone (5000 mAh),1,Apartment (Electric),3.93,0.0,4,2.9,Strict Recycler,10.0,None,Low (1-2 cycles/wk),0.433,5,Fast Fashion,Frequently (monthly),2.514,Vegetarian,5,No,Sometimes (1-2/week),1-2 bottles/day,4.02,13.903
Bus Only,24.5,1,3.257,Desktop Office PC,3.5,2.5,Budget Phone (4000 mAh),1,Family Home (High Usage),6.79,0.0,0,2.4,Never,12.0,None,Low (1-2 cycles/wk),1.439,7,Streetwear / Heavy Denim,Rarely (1-2/yr),4.551,Moderate Meat,3,No,Frequently (3+/week),Tap / Filtered (0),5.747,21.785
Personal Car (Gasoline),27.1,0,5.203,High-End Gaming Laptop,2.4,3.3,Mid-Range Phone (4500 mAh),1,Apartment (Electric),4.185,0.0,0,3.2,Sometimes,9.0,Small Dog,Medium (3-4 cycles/wk),1.926,5,Fast Fashion,Sometimes (3-6/yr),2.505,Heavy Meat Eater,5,Yes,Never,Tap / Filtered (0),7.8,21.62
Bus Only,7.1,2,2.115,Desktop Office PC,1.9,4.6,Budget Phone (4000 mAh),1,Dormitory (Shared),1.814,0.0,1,2.5,Strict Recycler,20.0,None,High (5+ cycles/wk),1.233,4,Minimal / Capsule,Never,1.0,Moderate Meat,0,Yes,Never,Tap / Filtered (0),5.9,12.062
Electric Scooter / E-Bike,6.4,0,0.096,Mid-Range Gaming Laptop,3.5,4.1,Flagship Phone (5000 mAh),1,Dormitory (Shared),1.923,0.0,0,3.0,Sometimes,11.0,None,Dormitory / Outsourced,0.865,5,Fast Fashion,Rarely (1-2/yr),2.501,Moderate Meat,1,No,Rarely (1-2/month),Tap / Filtered (0),5.385,10.77
Personal Car (Diesel),13.0,3,4.278,High-End Gaming Laptop,3.3,3.3,Budget Phone (4000 mAh),2,Apartment (Natural Gas),4.651,0.0,4,2.0,Never,7.0,None,High (5+ cycles/wk),1.905,3,Minimal / Capsule,Frequently (monthly),0.764,Heavy Meat Eater,1,No,Rarely (1-2/month),1-2 bottles/day,7.105,18.703
Personal Car (Diesel),40.8,1,7.662,Mid-Range Gaming Laptop,2.5,6.2,Mid-Range Phone (4500 mAh),2,Apartment (Natural Gas),4.691,3.0,3,4.7,Sometimes,8.0,None,Dormitory / Outsourced,1.229,1,Fast Fashion,Never,0.5,Moderate Meat,0,No,Never,Tap / Filtered (0),5.3,19.382
Electric Scooter / E-Bike,9.2,0,0.138,Tablet Only,1.1,1.0,Flagship Phone (5000 mAh),2,Family Home (High Usage),6.538,1.0,0,5.1,Sometimes,13.0,Cat (Indoor),High (5+ cycles/wk),2.383,10,Fast Fashion,Rarely (1-2/yr),5.001,Moderate Meat,2,No,Sometimes (1-2/week),3-4 bottles/day,5.8,19.86
